FAMILLE,TICKET_ID,MOIS_VENTE,PRIX_NET,UNIVERS,MAILLE,LIBELLE,CLI_ID
SOINS DU VISAGE,33841756,4,7.3,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,901415543
SOINS DU CORPS,33841756,4,1.9,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901415543
SOINS DU CORPS,33951646,4,2.95,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,901415543
SOINS DU VISAGE,33951646,4,24.5,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENT PEAU SECHE  AAG50,901415543
SOINS DU VISAGE,33951646,4,19.25,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,GRAND SOIN RICHE CREME P75ml,901415543
MAQUILLAGE,33951646,4,4.45,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILLANCE ROUG/GRENAD CN3 5.5ml,901415543
SOINS DU CORPS,34175465,5,3.54,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,901415543
MAQUILLAGE,34175465,5,8.9,MAQ_YEUX Eyeliner,MAQ_YEUX_MASCA_EYEL_FARD,"EYE LINER NOIR 81 LUM4 2,5ML",901415543
SOLAIRES,34175465,5,5.0,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA JAMBES D'ETE  T75 INTER,901415543
MAQUILLAGE,34175465,5,17.9,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASCARA DEPLOYE NOIR 01 CN3 9ML,901415543
SOINS DU CORPS,34307480,6,2.95,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,901415543
SOINS DU CORPS,34307480,6,4.95,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901415543
SOINS DU VISAGE,34307480,6,4.35,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,901415543
SOINS DU VISAGE,34442396,6,7.1,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901415543
SOINS DU VISAGE,34549690,6,19.25,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,GRAND SOIN RICHE CREME P75ml,901415543
MAQUILLAGE,34549690,6,8.95,MAQ_YEUX Mascara SexyPulp,MAQ_YEUX_MASCA_EYEL_FARD,MASC SEXYPULP NOIR 01 CN3 9ML,901415543
SOINS DU CORPS,34833786,7,2.95,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,901415543
SOINS DU CORPS,34833786,7,5.45,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901415543
MAQUILLAGE,34833786,7,4.75,MAQ_YEUX Sourcils,MAQ_YEUX_CLASSIQUE,CRAYON SOURCILS BRUN CN3 1.1G,901415543
SOINS DU VISAGE,34833786,7,9.95,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,Soin Rehausseur Regard 14ml OL,901415543
MAQUILLAGE,34833786,7,4.45,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILLANCE ROUG/GRENAD CN3 5.5ml,901415543
SOLAIRES,34833786,7,11.75,SOL_PROTECTEURS SOLAIRES,SOLAIRE,SPRAY 3EN1 IP30 FL150 PROT VEG,901415543
MAQUILLAGE,34931867,7,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE ROUGE VIF31 CN3 2013 3,7G",901415543
SOLAIRES,34931867,7,6.95,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA BRUM EXPR CORP FL150ML,901415543
SOINS DU VISAGE,35095288,8,34.3,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENTALE JOUR AAG 50ml,901415543
SOINS DU VISAGE,35095288,8,7.1,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901415543
PARFUMAGE,35121016,8,5.0,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,901415543
MAQUILLAGE,35121016,8,9.0,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE LIBRE TRANSP/BEIGE CN3 20,901415543
SOINS DU VISAGE,35255114,9,26.0,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CREME NUIT AntiAge GLOBAL 50ml,901415543
MAQUILLAGE,35255114,9,8.95,MAQ_YEUX Mascara SexyPulp,MAQ_YEUX_MASCA_EYEL_FARD,MASC SEXYPULP NOIR 01 CN3 9ML,901415543
SOINS DU CORPS,35629893,10,10.9,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901415543
SOINS DU VISAGE,35629893,10,9.95,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,Soin Rehausseur Regard 14ml OL,901415543
SOINS DU VISAGE,35629893,10,24.5,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENTALE JOUR AAG 50ml,901415543
SOINS DU VISAGE,35629893,10,19.25,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,GRAND SOIN RICHE CREME P75ml,901415543
MAQUILLAGE,35629893,10,12.6,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE LIBRE TRANSP/BEIGE CN3 20,901415543
SOINS DU CORPS,35629893,10,1.95,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901415543
SOINS DU VISAGE,35629893,10,5.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901415543
SOINS DU VISAGE,35875752,11,12.9,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,901415543
PARFUMAGE,36092892,12,17.95,PARF_PARF ET EAU DE PARF,PARF_PARFUM,2014 COLLECT EDP 50ML COMME UNE EVIDENCE,901415543
HYGIENE,36092892,12,6.9,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,2013 GD PARFUME F200 ML EVIDENCE,901415543
MAQUILLAGE,36092892,12,8.9,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILL 2011 FRAMBOIS104 CN3 5.5,901415543
SOINS DU VISAGE,36092892,12,11.8,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901415543
SOINS DU CORPS,36422330,12,2.95,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,901415543
SOLAIRES,36422330,12,6.95,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA BRUM EXPR CORP FL150ML,901415543
SOINS DU VISAGE,33257030,1,19.25,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,GRAND SOIN RICHE CREME P75ml,901444254
MAQUILLAGE,34149011,5,4.25,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL BEIGE NUDE 71 LUM4 3,5G",901444501
MAQUILLAGE,34149011,5,4.25,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL PECHE 21 LUMINELLE4 3,5G",901444501
MAQUILLAGE,34462629,6,3.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,CRAYON REGARD BRUN CN3 1.3G,901495511
MAQUILLAGE,34462629,6,1.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL BLEU NUIT 51 LUM4 1,3gr",901495511
MAQUILLAGE,35520639,9,3.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,CRAYON REGARD BRUN CN3 1.3G,901495511
MAQUILLAGE,35738440,10,3.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,CRAYON REGARD BRUN CN3 1.3G,901495511
MAQUILLAGE,35738440,10,1.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL BLEU NUIT 51 LUM4 1,3gr",901495511
MAQUILLAGE,36165758,12,7.9,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,CRAYON REGARD PRUNE CN3 1.3G,901495511
MAQUILLAGE,33845280,4,7.45,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYDR ROS/ALBA CN3 2009 3.7,901497442
PARFUMAGE,34653356,7,27.0,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP SE VOILE D'AMBRE VP 50ML,901497442
MAQUILLAGE,34797042,7,3.95,MAQ_LEV AUTRES,MAQ_LEV_RAL_HMG,CRAYON LEVRES ROSE CN3 1G,901497442
MAQUILLAGE,35203212,8,7.45,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYD ROSE THE CN3 09 3.7,901497442
CAPILLAIRES,33553708,3,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC DOUCEUR SH 300ML,901498044
HYGIENE,33553708,3,2.45,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,UMAJ GD CERISIERS FL200ML,901498044
HYGIENE,33553708,3,4.95,HYG_DOUCHE HOMMES,HYG_HOMME,GD EVIDENCE HOMME T200ML,901498044
SOINS DU CORPS,34682632,7,7.5,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC JAMB SOS JLOURDES F200ml,901498044
HYGIENE,34682632,7,2.25,HYG_DEO JARDINMONDE,HYG_JDM,DEO JDM4 LOTUS FL50ML,901498044
PARFUMAGE,34682632,7,18.0,PARF_EAUX HOMMES,PARF_HOMME,EDT EVIDENCE HOMME  VAPO 75ML,901498044
PARFUMAGE,35115970,8,12.55,PARF_EAUX PARFUMS,PARF_PARFUM,EDT UN MATIN AU JARDIN 100ML ROSE,901498044
HYGIENE,35115970,8,2.45,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,GD ROSE FP FL200ML,901498044
SOINS DU CORPS,35115970,8,4.45,CORPS_LAIT HUILE PARFUMS,CORPS_HYDR_LAIT_HUILE,LAIT ROSE FP FL200ML,901498044
HYGIENE,35115970,8,4.95,HYG_DOUCHE HOMMES,HYG_HOMME,GD EVIDENCE HOMME T200ML,901498044
SOINS DU CORPS,35732599,10,5.45,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901498044
SOINS DU VISAGE,35732599,10,2.95,VIS_CJOUR PUR,VIS_PUR,COLLECTOR CREME DOUCEUR PC 125,901498044
SOINS DU VISAGE,35732599,10,26.0,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CREME NUIT AntiAge GLOBAL 50ml,901498044
HYGIENE,35959609,11,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM 200ml FRUITS ROUGES,901498044
HYGIENE,35959609,11,2.95,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS F200 FRUITS ROUGES,901498044
SOINS DU VISAGE,35959609,11,29.9,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR FONDAMENTALE JOUR AAG 50ml,901498044
PARFUMAGE,36267199,12,15.9,PARF_EAUX HOMMES,PARF_HOMME,EDT EVIDENCE HOMME  VAPO 75ML,901498044
CAPILLAIRES,33266418,2,2.95,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ECLAT COULEUR SH 300ML,901549860
CAPILLAIRES,33266418,2,4.95,CAP_TRAITEMENT,CAPILLAIRE_AUTRE,SVC ECLAT COULEUR SPRAY 150ML,901549860
SOINS DU VISAGE,33266418,2,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,SOIN REGAL JOUR OVALE LIFT 50ML,901549860
SOINS DU VISAGE,33266418,2,14.95,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,Soin Redens Vis Ovale Lift50ml,901549860
SOINS DU VISAGE,33266418,2,5.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901549860
MAQUILLAGE,33266418,2,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE MAUV/PAST21 CN3 2013 3,7G",901549860
SOINS DU VISAGE,33624393,3,11.9,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,ANTI-RIDES REGARD SV3 14ML,901549860
SOINS DU VISAGE,33624393,3,14.95,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE NUIT P50ml SV40,901549860
SOINS DU VISAGE,33624393,3,6.9,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901549860
MAQUILLAGE,33624393,3,10.74,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE MAUV/PAST21 CN3 2013 3,7G",901549860
SOINS DU VISAGE,34219549,5,9.95,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,ANTI-RIDES REGARD SV3 14ML,901549860
SOINS DU VISAGE,34219549,5,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE JOUR P50ml SV40,901549860
SOINS DU VISAGE,34219549,5,5.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901549860
SOINS DU VISAGE,34219549,5,5.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901549860
MAQUILLAGE,34219549,5,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE MAUV/SUBT22 CN3 2013 3,7G",901549860
MAQUILLAGE,34219549,5,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE MAUV/SUBT22 CN3 2013 3,7G",901549860
SOINS DU VISAGE,35007875,8,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,SOIN REGAL JOUR OVALE LIFT 50ML,901549860
SOINS DU VISAGE,35007875,8,14.95,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,Soin Redens Vis Ovale Lift50ml,901549860
SOINS DU VISAGE,35007875,8,5.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901549860
MAQUILLAGE,35316407,9,9.75,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE MATITE MEDIUM CN3 8G,901549860
SOINS DU VISAGE,35316407,9,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,SOIN REGAL JOUR OVALE LIFT 50ML,901549860
SOINS DU VISAGE,35316407,9,9.95,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,ANTI-RIDES REGARD SV3 14ML,901549860
SOINS DU VISAGE,35316407,9,5.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901549860
SOINS DU VISAGE,36234356,12,9.95,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,ANTI-RIDES REGARD SV3 14ML,901549860
SOINS DU VISAGE,36234356,12,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE JOUR P50ml SV40,901549860
SOINS DU VISAGE,36234356,12,5.9,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901549860
MAQUILLAGE,36234356,12,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE MAUV/SUBT22 CN3 2013 3,7G",901549860
PARFUMAGE,35448678,9,6.45,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC FRAICHEUR VERVEINE 125ML,901574274
MAQUILLAGE,33211322,1,9.0,MAQ_TEINT Font teint,MAQ_TEINT,FDT CR BEIG300 TEINT MEDIUM CN3 40,901576336
MAQUILLAGE,33211322,1,4.45,MAQ_YEUX Fard,MAQ_YEUX_MASCA_EYEL_FARD,FAP ENLUMINEUR  OR CUIVRE 2G LUM 4 VPM,901576336
SOINS DU VISAGE,33211322,1,5.9,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
MAQUILLAGE,33211322,1,8.95,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASCARA DEPLOYE NOIR 01 CN3 9ML,901576336
MAQUILLAGE,34000967,4,9.75,MAQ_TEINT Font teint,MAQ_TEINT,GELEE TEINT HALE LEGER 01 AX/SO CN3 30ML,901576336
MAQUILLAGE,34000967,4,9.25,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASC WATER NOIR 01 AX/SO CN3 9ML,901576336
SOINS DU VISAGE,34000967,4,5.9,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
SOINS DU VISAGE,34000967,4,3.0,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
SOLAIRES,34000967,4,9.95,SOL_PROTECTEURS SOLAIRES,SOLAIRE,SPRAY HYD PROT 15 FL150 PROT VEG,901576336
MAQUILLAGE,34699149,7,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE CORA/ETIN41 CN3 2013 3,7G",901576336
HYGIENE,34699149,7,1.95,HYG_DOUCHE MONOI,HYG_MONOI_ET_EDIT_SPEC,MDT SD DES LAGONS 150 ML,901576336
SOINS DU VISAGE,34699149,7,5.9,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
MAQUILLAGE,34699149,7,4.25,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL ROSE SORBET 13 LUM4 3,5G",901576336
SOLAIRES,34699149,7,7.45,SOL_PROTECTEURS SOLAIRES,SOLAIRE,HUILE IP6 FL150 PROT VEG,901576336
MAQUILLAGE,34834627,7,9.75,MAQ_TEINT Font teint,MAQ_TEINT,GELEE TEINT HALE LEGER 01 AX/SO CN3 30ML,901576336
MAQUILLAGE,34834627,7,9.75,MAQ_TEINT Font teint,MAQ_TEINT,GELEE TEINT HALE MAT 02 AX/SO CN3 30ML,901576336
PARFUMAGE,34834627,7,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT VAPO 75ML HOGGAR,901576336
HYGIENE,34834627,7,4.95,HYG_DEO HOMMES,HYG_HOMME,DEO BILLE HOGGAR 50ML,901576336
MAQUILLAGE,34892527,7,4.45,MAQ_ONG AUTRES,MAQ_ONGLES,VAO PASTEL PARME 03 MANUC CN3 5.5ML,901576336
MAQUILLAGE,34892527,7,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO BLANC PERLE03 IT/COL FEV14 LU4 3ML,901576336
SOINS DU VISAGE,34965497,7,2.95,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
SOINS DU VISAGE,34965497,7,2.95,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
SOLAIRES,34965497,7,7.45,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA Soin Lift Vis T50 INTER,901576336
MAQUILLAGE,35487060,9,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE BGE/CHAL CN3 2013 3,7G",901576336
SOINS DU VISAGE,35487060,9,5.9,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
MAQUILLAGE,35487060,9,6.95,MAQ_YEUX Fard,MAQ_YEUX_MASCA_EYEL_FARD,"FAP MONO 2013 CN3 2,5G CUIVRE",901576336
MAQUILLAGE,35774346,10,9.0,MAQ_TEINT Font teint,MAQ_TEINT,FDT CR ROSE400 TEINT MAT CN3 40,901576336
SOINS DU VISAGE,35774346,10,2.95,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
MAQUILLAGE,35774346,10,3.95,MAQ_LEV AUTRES,MAQ_LEV_RAL_HMG,CRAYON LEVR BOIS/ROSE CN3 1G,901576336
MAQUILLAGE,35774346,10,4.25,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL BEIGE NUDE 71 LUM4 3,5G",901576336
HYGIENE,35904216,11,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM FRUITS NOIRS 200 ML,901576336
HYGIENE,35904216,11,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM 200ml FRUITS ROUGES,901576336
HYGIENE,35904216,11,2.95,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS F200 FRUITS ROUGES,901576336
PARFUMAGE,36189445,12,11.7,PARF_EAUX PARFUMS,PARF_PARFUM,EDT  UN MATIN AU JARDIN  100ML  MUGUET,901576336
HYGIENE,36189445,12,1.95,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,UMAJ GD MUGUET FL 200ML,901576336
SOINS DU VISAGE,36314990,12,8.85,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,901576336
HYGIENE,33102432,1,9.8,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL400ML,901595469
PARFUMAGE,33102432,1,12.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901595469
PARFUMAGE,33725496,3,17.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURELLE VAPO 75ML,901595469
PARFUMAGE,33725496,3,15.9,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURELLE VAPO 75ML,901595469
MAQUILLAGE,33725496,3,18.0,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE LIBRE TRANSP/ROSEE CN3 20,901595469
SOLAIRES,34320768,6,13.9,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA BRUM EXPR CORP FL150ML,901595469
PARFUMAGE,34320768,6,12.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901595469
MAQUILLAGE,34736571,7,18.0,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE LIBRE TRANSP/ROSEE CN3 20,901595469
SOLAIRES,34736571,7,14.9,SOL_PROTECTEURS SOLAIRES,SOLAIRE,LAIT IP6 FL150 PROT VEG,901595469
PARFUMAGE,34736571,7,12.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901595469
PARFUMAGE,35191323,8,17.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURELLE VAPO 75ML,901595469
SOLAIRES,35191323,8,4.45,SOL_APRES SOLEIL,SOLAIRE,LAIT 3EN1 PROTECTYL AP SOL FL150,901595469
SOLAIRES,35191323,8,7.45,SOL_PROTECTEURS SOLAIRES,SOLAIRE,LAIT IP6 FL150 PROT VEG,901595469
HYGIENE,33337502,2,3.33,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL400ML,901604755
HYGIENE,33337502,2,3.33,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL400ML,901604755
HYGIENE,33337502,2,3.34,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD OLIVE PN2 FL400ML,901604755
SOINS DU VISAGE,33932699,4,5.95,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,PATE PUR 2EN1 T75ML GEST/INSTIT,901604755
SOINS DU VISAGE,33932699,4,1.25,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME LEVRES HYDRA 4G,901604755
SOINS DU VISAGE,33932699,4,1.25,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME LEVRES NUTRI 4G,901604755
HYGIENE,33932699,4,1.95,HYG_DOUCHE CULTUREBIO,HYG_CULTUREBIO,BIO MIEL DOUCHE 200ML,901604755
SOINS DU CORPS,33932699,4,2.0,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901604755
SOINS DU VISAGE,33932699,4,4.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,LAIT DEMAQ 3 THES FL200ML,901604755
CAPILLAIRES,34662023,7,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC DEMEL 3EN1 SH 300ML,901604755
MAQUILLAGE,34662023,7,7.45,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYD BOIS DE ROSE CN3 09 3.7,901604755
SOINS DU CORPS,34662023,7,3.5,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME NOURRISSANTE T50ml,901604755
SOINS DU CORPS,34877823,7,4.75,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC HYDRA NOURRIST Fl200ml,901604755
SOINS DU CORPS,34877823,7,5.95,CORPS_LAIT HUILE MONOI,CORPS_MONOI,MDT HUILE SECHE PREC VPM 100ML,901604755
MAQUILLAGE,34877823,7,4.5,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,PORTE MINE TURQUOIS 05 CN3 0.3G,901604755
HYGIENE,34877823,7,4.9,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD OLIVE PN2 FL400ML,901604755
HYGIENE,34877823,7,1.5,HYG_DOUCHE HOMMES,HYG_HOMME,GEL DOUCHE FRAICHEUR MENTHE 200 ML,901604755
HYGIENE,34877823,7,5.0,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,SAV ORIENTAL TRAD HAMMAM 150g,901604755
HYGIENE,36296985,12,4.9,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL400ML,901604755
HYGIENE,36296985,12,2.95,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GEL LAVANT MAINS CACAO ORANGE F200 Ml,901604755
PARFUMAGE,36296985,12,25.0,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901604755
PARFUMAGE,32957048,1,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901613460
CAPILLAIRES,33378940,2,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC DOUCEUR SH 300ML,901613460
PARFUMAGE,33964429,4,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,901613460
PARFUMAGE,34215473,5,5.0,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,901613460
